"cust","cds","sales","date"
5633,1,12.49,1997-01-22
5645,1,17.9,1997-01-22
5645,1,27.77,1997-08-19
5645,1,11.88,1998-05-03
5646,2,25.74,1997-01-23
5651,1,17.9,1997-01-23
5651,1,12.49,1997-04-23
5651,4,37.96,1998-03-09
5664,3,41.5,1997-01-23
5674,2,23.54,1997-01-23
5674,3,44.88,1997-02-24
5677,9,154.92,1997-01-23
5677,1,17.7,1997-05-21
5677,2,137.14,1997-08-17
5677,4,62.96,1997-10-18
5677,12,169.38,1998-02-01
5683,1,11.77,1997-01-23
5694,1,9.77,1997-01-23
5717,10,141.85,1997-01-23
5719,2,23.94,1997-01-23
5719,1,6.79,1997-01-24
5722,3,39.51,1997-01-30
5722,2,39.74,1997-03-16
5722,3,36.71,1997-08-29
5722,3,35.97,1997-09-23
5722,3,25.47,1997-10-28
5746,14,202.58,1997-01-23
5749,3,38.5,1997-01-23
5749,3,40.7,1997-03-10
5749,2,26.73,1997-09-02
5749,2,22.48,1997-11-13
5749,2,26.48,1997-12-05
5749,1,13.99,1997-12-05
5749,3,37.86,1998-01-29
5749,1,12.58,1998-03-14
5749,4,64.24,1998-04-04
5749,3,41.97,1998-05-03
5770,3,35.91,1997-01-23
5779,9,124.69,1997-01-23
5779,12,147.4,1997-02-21
5779,9,124.51,1997-06-29
5788,1,14.37,1997-01-23
5802,2,29.16,1997-01-23
5817,2,23.14,1997-01-23
5832,1,13.97,1997-01-23
5837,11,119.55,1997-02-08
5839,5,70.45,1997-01-23
5839,5,71.45,1997-06-26
5844,4,66.96,1997-02-17
5844,2,30.6,1997-06-27
5844,2,30.6,1997-10-03
5847,2,37.96,1997-01-23
5847,3,58.95,1997-01-28
5847,2,28.93,1997-03-03
5847,3,46.93,1997-04-15
5847,1,21.99,1997-04-26
5847,3,49.31,1997-05-16
5847,3,38.91,1997-06-11
5847,3,42.31,1997-06-23
5847,2,27.94,1997-08-22
5847,3,44.3,1997-08-27
5847,2,27.98,1997-09-15
5847,4,53.96,1997-11-01
5847,3,39.97,1997-11-26
5847,4,52.46,1997-12-05
5847,3,59.47,1998-01-16
5847,3,36.97,1998-03-12
5847,2,25.07,1998-04-05
5847,3,36.97,1998-05-19
5847,3,49.56,1998-06-05
5847,1,12.58,1998-06-29
5851,2,15.76,1997-01-23
5852,2,66.96,1997-01-23
5852,1,30.97,1997-03-11
5855,2,33.8,1997-01-23
5855,3,38.16,1997-01-25
5855,4,71.24,1997-02-06
5855,1,14.99,1997-02-16
5870,1,14.37,1997-01-23
5870,4,56.31,1997-05-08
5870,5,92.96,1997-06-02
5870,1,26.75,1997-07-08
5870,2,34.48,1998-06-03
5873,2,21.54,1997-01-23
5875,2,31.8,1997-01-23
5875,2,39.98,1997-05-04
5875,2,23.95,1997-09-07
5889,1,12.97,1997-01-23
5903,2,25.14,1997-01-23
5922,2,23.54,1997-01-24
5936,3,39.3,1997-01-24
5936,2,30.32,1997-03-18
5939,1,11.77,1997-01-24
5939,2,77.34,1997-03-04
5939,1,15.36,1997-08-15
5939,3,42.47,1997-10-01
5939,6,82.44,1997-11-17
5939,4,55.35,1998-01-31
5940,6,86.02,1997-01-25
5947,1,13.97,1997-01-24
5947,1,33.99,1997-02-14
5947,1,15.99,1997-09-22
5957,3,42.31,1997-01-24
5972,1,14.37,1997-01-24
5972,1,13.97,1997-01-24
5972,1,15.36,1997-01-24
5990,7,80.59,1997-01-24
6002,3,78.7,1997-01-24
6011,1,14.96,1997-01-24
6011,2,28.93,1997-02-07
6011,1,15.36,1997-03-02
6011,2,29.54,1997-05-24
6011,1,15.76,1997-06-25
6011,2,14.48,1997-09-15
6011,3,44.47,1997-12-07
6011,2,17.98,1998-02-28
6025,1,9.97,1997-01-24
6025,5,60.45,1997-12-14
6025,4,52.54,1998-02-20
6044,3,26.07,1997-01-24
6054,2,13.58,1997-01-24
6054,1,12.25,1997-07-07
6054,1,16.36,1997-07-17
6054,1,11.49,1997-10-08
6054,1,12.49,1998-03-09
6062,2,15.96,1997-01-24
6072,5,69.22,1997-01-24
6072,1,15.96,1997-02-02
6072,3,52.93,1997-02-12
6072,6,84.39,1997-02-16
6072,2,66.54,1997-02-20
6072,3,33.51,1997-03-26
6072,5,69.95,1998-02-15
6075,1,3.99,1997-01-29
6084,2,23.54,1997-01-24
6084,2,61.98,1997-10-20
6084,1,25.99,1997-10-22
6084,2,26.87,1998-03-30
6087,2,26.94,1997-01-24
6087,3,27.31,1997-07-30
6094,3,86.97,1997-01-24
6094,1,13.97,1997-03-03
6102,3,43.09,1997-01-24
6103,4,54.27,1997-01-24
6103,4,59.25,1997-03-16
6119,1,38.99,1997-01-24
6131,1,44.77,1997-01-28
6131,4,52.47,1997-06-23
6142,14,197.79,1997-01-24
6162,1,11.77,1997-01-24
6178,1,20.99,1997-01-24
6178,1,27.99,1997-01-24
6196,1,13.97,1997-01-24
6211,2,26.14,1997-01-24
6228,2,30.32,1997-01-26
6242,16,218.49,1997-02-20
6242,7,120.47,1997-03-02
6242,1,13.97,1997-03-04
6242,3,44.73,1997-03-05
6242,5,59.48,1997-04-05
6242,6,60.56,1997-06-26
6242,2,33.74,1997-06-29
6242,2,42.15,1997-07-08
6242,8,112.14,1997-08-10
6242,6,65.44,1997-09-22
6242,8,85.42,1997-10-15
6242,3,37.47,1997-10-21
6242,1,12.99,1997-12-15
6242,5,80.95,1997-12-29
6242,1,13.99,1998-01-01
6242,1,38.49,1998-01-10
6245,1,13.97,1997-01-25
6262,3,38.5,1997-01-25
6278,1,12.77,1997-01-25
6293,2,34.54,1997-01-25
6296,2,27.13,1997-01-29
6296,1,11.77,1997-01-30
6296,1,11.77,1997-02-05
6296,1,14.37,1997-02-20
6296,1,11.77,1997-05-06
6296,2,36.41,1997-05-10
6296,2,19.98,1998-03-14
6296,1,11.49,1998-05-28
6304,1,21.7,1997-01-25
6304,1,15.36,1997-08-16
6305,4,33.34,1997-01-25
6305,3,38.5,1997-01-26
6305,4,56.86,1997-02-27
6305,5,70.03,1997-03-08
6305,1,15.9,1997-03-31
6305,5,33.33,1997-04-18
6305,4,39.52,1997-04-26
6305,3,43.3,1997-05-25
6305,1,18.49,1998-03-24
6313,1,11.77,1997-01-25
6331,1,19.77,1997-01-25
6335,2,26.73,1997-01-25
6335,1,12.77,1997-03-22
6335,4,69.46,1997-09-11
6335,4,50.46,1997-11-15
6335,2,59.48,1997-12-02
6335,6,80.44,1997-12-13
6335,3,41.47,1998-03-22
6353,1,14.79,1997-01-25
6378,1,12.49,1997-01-25
6378,2,30.98,1997-12-06
6378,1,12.49,1998-02-07
6378,1,12.99,1998-03-11
6381,1,9.77,1997-01-25
6381,1,6.78,1997-06-23
6381,1,9.98,1997-07-25
6381,1,9.49,1997-11-03
6381,1,12.49,1997-11-20
6392,1,109.99,1997-01-25
6392,1,62.99,1997-10-26
6396,2,27.95,1997-01-25
6396,2,26.73,1997-03-14
6396,2,29.33,1997-03-24
6396,2,26.93,1997-04-22
6396,3,44.88,1997-06-24
6412,10,147.22,1997-01-25
6412,7,101.82,1998-02-03
6427,6,71.62,1997-01-25
6434,1,35.99,1997-01-25
6434,1,15.36,1997-03-02
6434,1,14.96,1997-08-17
6434,1,13.77,1997-08-23
6444,5,77.24,1997-01-25
6449,2,28.74,1997-01-25
6449,1,14.37,1997-09-01
6461,1,14.96,1997-01-25
6468,1,36.77,1997-02-08
6468,1,20.99,1997-02-18
6468,1,16.49,1997-10-28
6468,1,16.49,1997-11-06
6468,5,104.95,1997-12-06
6468,1,28.99,1997-12-13
6475,1,21.7,1997-01-25
6475,2,29.76,1997-04-22
6475,1,12.97,1997-04-30
6479,4,49.96,1997-01-25
6479,3,37.47,1997-01-26
6479,1,36.69,1997-06-28
6481,2,34.75,1997-01-25
6497,2,20.76,1997-03-24
6497,2,18.98,1997-10-16
6497,1,2.99,1998-01-26
6504,1,24.99,1997-01-26
6518,2,39.48,1997-01-26
6528,2,18.95,1997-01-26
6528,4,35.71,1997-02-02
6528,1,7.78,1997-02-22
6537,4,59.26,1997-01-26
6551,1,14.96,1997-01-26
6559,2,19.95,1997-01-26
6559,1,19.99,1997-03-22
6574,1,15.76,1997-01-26
6579,1,27.77,1997-01-26
6579,1,13.97,1997-07-12
6601,5,73.95,1997-01-26
6606,4,57.85,1997-01-26
6606,3,46.08,1997-03-14
6606,2,29.98,1997-04-10
6606,1,19.99,1997-04-14
6615,1,14.37,1997-01-26
6631,2,24.98,1997-01-26
6645,1,9.77,1997-01-26
6662,1,15.36,1997-01-26
6673,1,14.37,1997-02-10
6682,3,73.97,1997-01-27
6686,3,28.11,1997-01-26
6686,2,18.98,1997-09-23
6686,4,43.96,1997-12-08
6686,2,27.98,1998-03-29
6702,1,13.97,1997-01-26
6717,1,14.37,1997-01-26
6729,1,12.77,1997-01-26
6729,5,75.2,1997-02-14
6733,1,14.99,1997-01-26
6760,5,53.29,1997-01-26
6781,1,15.36,1997-01-26
6797,1,15.36,1997-01-27
6799,4,50.54,1997-01-27
6799,3,39.32,1997-02-16
6799,4,56.07,1997-07-05
6799,2,24.73,1997-08-02
6799,3,41.97,1997-10-19
6799,3,40.97,1997-11-02
6799,8,111.3,1998-02-08
6799,1,10.99,1998-03-26
6799,1,12.99,1998-04-11
6799,2,45.98,1998-06-23
6819,1,6.79,1997-01-27
6821,2,29.33,1997-01-27
6821,1,18.36,1997-02-13
6821,3,28.14,1997-02-28
6821,1,7.78,1997-06-27
6821,1,6.77,1997-08-14
6827,2,25.74,1997-03-13
6838,4,165.07,1997-01-27
6838,1,11.88,1998-01-27
6848,4,47.3,1997-02-04
6854,1,14.37,1997-01-27
6854,2,32.98,1998-01-13
6854,1,16.99,1998-05-11
6869,1,11.77,1997-01-27
6892,2,24.74,1997-01-27
6898,2,29.73,1997-01-27
6898,1,9.98,1997-02-07
6898,1,13.97,1997-04-18
6898,1,10.49,1997-11-14
6898,1,10.49,1997-12-23
6912,1,5.78,1997-01-28
6918,1,13.97,1997-01-27
6918,1,15.36,1997-03-28
6918,1,14.49,1998-01-28
6918,1,15.49,1998-02-01
6918,1,15.49,1998-02-17
6918,3,44.47,1998-04-16
6931,1,21.37,1997-01-27
6931,2,29.33,1997-03-13
6931,2,22.48,1998-03-21
6934,1,36.99,1997-01-27
6934,4,52.46,1997-10-30
6934,2,28.48,1997-11-25
6955,1,9.77,1997-01-27
6967,2,28.74,1997-01-27
6983,1,14.37,1997-01-27
6993,1,11.77,1997-01-27
6993,1,14.37,1997-01-30
6993,1,14.37,1997-02-26
6993,7,76.79,1997-07-27
6993,3,26.83,1997-08-07
6993,2,14.58,1997-09-02
6999,2,31.52,1997-01-27
6999,1,11.77,1997-03-09
7001,4,61.05,1997-01-27
7001,5,77.45,1998-03-26
7017,3,37.03,1997-01-27
7021,2,28.47,1997-01-27
7021,2,26.73,1997-03-18
7024,6,70.83,1997-01-27
7024,3,28.86,1997-03-20
7024,1,19.3,1997-03-26
7037,2,31.32,1997-01-27
7037,1,12.99,1997-09-20
7040,2,24.74,1997-01-27
7050,2,23.98,1997-01-27
7071,2,23.54,1997-01-27
7093,1,11.77,1997-01-27
7093,1,5.49,1998-05-09
7102,3,31.93,1997-01-28
7102,2,27.13,1997-02-18
7102,2,19.75,1997-02-24
7102,3,44.32,1997-02-25
7102,3,53.09,1997-04-03
7102,3,42.9,1997-04-18
7102,2,30.72,1997-04-22
7102,1,14.96,1997-05-11
7102,1,2.99,1997-09-20
7104,3,42.9,1997-01-28
7104,3,54.71,1997-02-28
7112,1,28.99,1997-01-28
7120,2,28.76,1997-01-28
7120,1,15.96,1997-02-08
7120,4,57.06,1997-04-24
7120,2,27.94,1997-07-01
7120,1,16.36,1997-07-08
7120,1,28.97,1997-07-25
7120,3,72.89,1997-08-21
7120,2,25.98,1997-10-11
7120,1,12.99,1997-12-20
7120,3,45.47,1998-04-25
7122,1,15.36,1997-01-28
7122,3,34.11,1997-03-26
7130,5,84.83,1997-01-28
7130,1,13.97,1997-02-04
7130,2,26.33,1997-02-24
7130,4,61.96,1998-01-30
7130,4,55.04,1998-02-12
7130,4,75.96,1998-03-17
7130,4,70.45,1998-05-31
7136,2,32.29,1997-01-28
7148,3,45.89,1997-01-28
7148,3,96.93,1997-02-07
7148,2,21.74,1997-06-20
7148,2,37.73,1997-07-24
7148,4,54.96,1997-07-24
7148,2,34.48,1997-11-10
7148,7,108.43,1997-12-09
7152,5,69.47,1997-01-28
7152,6,87.27,1997-02-15
7152,3,39.9,1997-03-12
7152,1,14.96,1997-04-08
7152,8,113.35,1997-05-05
7152,5,86.43,1997-06-11
7152,10,134.09,1997-07-08
7158,3,58.31,1997-01-28
7162,1,6.79,1997-01-28
7162,1,14.96,1997-06-20
7180,1,5.99,1997-01-28
7186,2,31.35,1997-01-28
7186,2,26.96,1997-03-12
7186,2,30.32,1997-05-22
7193,1,15.36,1997-01-28
7193,1,29.77,1997-02-07
7193,1,14.37,1997-02-10
7193,1,13.97,1997-04-09
7193,1,14.37,1997-05-26
7193,2,13.76,1997-07-23
7193,1,12.49,1997-11-03
7193,1,7.49,1998-01-31
7193,3,38.86,1998-03-17
7193,2,34.86,1998-03-25
7193,3,38.86,1998-04-21
7193,1,11.18,1998-05-01
7193,1,15.49,1998-05-04
7198,2,28.74,1997-01-28
7204,1,12.49,1997-01-28
7204,1,10.77,1997-08-12
7216,2,31.54,1997-01-28
7231,1,24.99,1997-01-28
7244,1,14.96,1997-01-28
7260,2,27.94,1997-01-28
7273,2,24.54,1997-02-06
7273,2,29.93,1997-02-27
7273,2,25.48,1997-12-07
7276,1,19.99,1997-01-28
7288,1,11.77,1997-01-28
7292,3,36.97,1997-01-29
7292,2,38.98,1998-01-11
7294,1,21.7,1997-01-28
7294,2,29.92,1997-06-09
7294,3,34.8,1998-03-13
7305,1,15.39,1997-01-28
7305,2,21.54,1997-03-11
7313,2,32.6,1997-01-28
7323,2,18.95,1997-01-28
7323,2,25.56,1997-02-11
7323,1,15.36,1997-02-15
7323,3,46.08,1997-03-16
7323,1,26.99,1997-03-18
7323,2,29.92,1997-03-23
7323,1,15.36,1997-03-23
7323,2,31.78,1997-03-28
7323,4,58.85,1997-04-13
7323,3,56.97,1997-04-20
7323,5,83.42,1997-05-04
7323,4,55.32,1997-05-13
7323,4,55.65,1997-06-15
7323,1,7.49,1997-09-09
7323,4,42.96,1997-09-26
7323,4,90.96,1998-01-07
7323,1,14.49,1998-01-19
7323,4,43.85,1998-02-22
7323,1,15.49,1998-02-22
7323,3,47.97,1998-02-24
7323,1,11.88,1998-02-25
7323,2,31.98,1998-03-22
7330,1,16.36,1997-01-28
7333,5,68.65,1997-02-03
7333,7,88.18,1997-02-16
7333,10,131.07,1997-06-30
7361,2,36.48,1997-01-28
7367,1,22.99,1997-01-28
7367,1,24.99,1997-02-22
7375,1,15.36,1997-01-29
7375,1,14.96,1997-05-15
7375,2,26.14,1997-05-31
7375,1,12.99,1997-10-25
7375,1,12.99,1997-11-12
7384,7,104.17,1997-01-29
7384,9,128.89,1997-07-08
7386,1,13.99,1997-01-29
7401,2,33.13,1997-01-29
7405,2,25.74,1997-03-10
7405,8,123.53,1997-07-08
7405,5,63.45,1997-10-10
7405,5,66.95,1997-11-09
7409,1,12.97,1997-01-29
7409,1,11.78,1997-04-17
7416,4,51.38,1997-02-06
7422,1,21.99,1997-01-29
7423,2,25.54,1997-03-05
7435,3,35.51,1997-02-03
7435,1,19.99,1997-02-11
7435,1,13.77,1997-02-11
7435,7,103.94,1997-05-12
7442,1,15.36,1997-01-30
7449,1,11.77,1997-01-29
7449,2,37.75,1997-02-26
7460,1,14.79,1997-01-29
7460,2,29.58,1997-02-02
7462,1,12.49,1997-01-29
7467,1,22.3,1997-02-09
7467,1,28.99,1997-04-11
7484,2,25.76,1997-01-29
7500,1,19.99,1997-01-29
7512,2,9.98,1997-01-29
7512,2,30.92,1997-02-09
7512,2,29.92,1997-05-30
7512,1,14.37,1997-07-05
7512,1,14.96,1997-08-31
7512,2,29.36,1998-04-18
7513,1,14.7,1997-01-29
7513,1,14.7,1997-02-11
7513,2,9.58,1997-02-14
7513,1,14.96,1997-02-23
7513,2,25.74,1997-03-24
7513,1,15.36,1997-08-15
7513,1,17.49,1997-09-21
7513,2,24.48,1998-03-24
7513,2,29.98,1998-04-29
7513,2,24.48,1998-05-27
7513,1,17.49,1998-06-25
7513,1,11.49,1998-06-28
7517,2,30.36,1997-01-29
7517,1,14.37,1997-02-10
7520,1,14.96,1997-01-30
7536,5,80.26,1997-01-29
7536,4,50.27,1997-02-20
7536,4,50.27,1997-04-07
7540,2,27.13,1997-01-29
7540,4,51.13,1998-03-11
7540,4,56.46,1998-06-24
7561,1,14.96,1997-01-29
7561,1,17.99,1998-02-19
7561,1,15.49,1998-03-05
7572,2,35.34,1997-01-29
7572,1,14.96,1997-03-10
7572,1,13.97,1997-04-23
7572,2,24.46,1998-04-17
7579,4,67.47,1997-01-29
7587,1,11.77,1997-01-29
7587,1,14.37,1997-01-30
7587,1,9.77,1997-02-01
7587,1,11.77,1997-02-23
7587,1,14.37,1997-04-16
7587,1,14.96,1997-05-05
7587,1,15.96,1997-05-23
7587,1,20.99,1997-09-30
7587,1,12.99,1997-11-29
7601,1,15.36,1997-01-29
7606,3,50.94,1997-02-19
7618,1,6.79,1997-01-29
7636,4,57.09,1997-01-29
7647,2,26.14,1997-01-29
7661,2,27.13,1997-01-29
7674,2,30.15,1997-01-29
7674,6,79.01,1997-05-08
7674,2,51.53,1997-06-06
7674,1,13.97,1997-06-20
7675,2,30.13,1997-01-29
7691,1,14.37,1997-01-29
7691,2,25.74,1997-02-06
7691,3,43.3,1997-02-17
7691,4,63.86,1997-03-11
7691,8,86.27,1997-04-14
7691,9,93.24,1997-05-28
7694,2,24.94,1997-01-29
7710,2,20.54,1997-01-30
7726,3,32.24,1997-01-30
7726,12,201.88,1997-10-22
7735,2,53.98,1997-02-12
7745,1,6.79,1997-01-30
7764,2,44.98,1997-01-30
7772,2,28.94,1997-01-30
7772,1,12.49,1997-05-03
7772,2,24.07,1998-02-27
7780,1,11.77,1997-01-30
7795,2,28.73,1997-01-30
7795,1,14.96,1997-07-23
7795,2,24.87,1998-05-05
7800,1,5.98,1997-01-30
7811,1,14.37,1997-01-30
7811,1,14.49,1997-11-21
7811,1,14.49,1997-12-29
7811,1,12.58,1998-02-26
7830,2,40.73,1997-01-30
7838,1,7.98,1997-01-30
7838,1,17.7,1997-04-21
7838,1,15.96,1997-05-11
7838,2,15.98,1997-10-08
7838,1,13.99,1998-01-03
7847,1,19.98,1997-01-30
7854,1,12.97,1997-02-01
7854,3,46.93,1997-02-08
7854,4,52.67,1997-03-14
7854,1,14.96,1997-04-04
7854,2,70.76,1997-05-07
7854,2,35.34,1997-05-07
7854,3,38.5,1997-09-04
7854,2,22.98,1997-09-19
7854,2,25.98,1997-10-24
7854,1,12.99,1997-11-09
7854,8,131.42,1997-12-20
7854,4,56.96,1997-12-25
7854,2,22.48,1998-02-07
7854,1,30.49,1998-04-08
7856,6,90.41,1997-01-30
7856,2,70.13,1997-04-28
7856,17,238.33,1997-12-12
7856,11,152.46,1998-03-09
7856,8,99.16,1998-05-08
7867,1,11.77,1997-01-30
7881,2,39.98,1997-01-30
7887,3,43.73,1997-02-01
7887,3,38.9,1997-02-11
7887,3,35.33,1997-07-30
7889,1,12.49,1997-01-30
7889,1,6.79,1997-03-21
7898,2,23.36,1997-02-03
7901,2,32.48,1997-01-30
7901,1,162.99,1997-02-11
7901,4,81.95,1997-03-03
7901,1,28.7,1997-03-24
7901,1,29.9,1997-03-31
7901,1,13.97,1997-04-05
7901,4,155.8,1997-05-20
7901,1,9.77,1997-07-20
7901,3,49.9,1997-07-25
7901,5,74.21,1997-08-19
7901,1,15.36,1997-08-23
7901,5,132.95,1997-10-30
7901,6,107.44,1997-11-04
7916,1,15.36,1997-01-30
7937,2,54.98,1997-01-30
7948,1,16,1997-01-30
7960,1,19.99,1997-01-30
7967,1,16.36,1997-01-30
7967,1,11.97,1997-02-04
7967,1,14.96,1997-03-29
7967,1,12.97,1997-05-25
7967,1,13.99,1998-01-26
7974,3,36.51,1997-01-30
7974,1,12.77,1997-05-25
7974,1,11.77,1997-05-26
7974,3,37.5,1997-05-30
7982,1,21.97,1997-01-30
8001,2,23.54,1997-01-30
8008,5,110.84,1997-01-31
8008,6,78.01,1997-02-16
8008,7,92.38,1997-03-05
8008,7,107.39,1997-04-28
8008,5,76.84,1997-07-04
8008,6,93.44,1997-09-30
8008,9,122.91,1997-11-10
8008,4,54.96,1997-12-07
8021,1,14.99,1997-01-31
8021,2,25.94,1997-02-27
8021,1,19.77,1997-03-15
8021,1,12.49,1997-03-29
8021,1,13.97,1997-07-12
8021,2,22.98,1997-12-07
8021,1,34.98,1998-02-18
8022,4,72.46,1997-01-31
8022,9,116.41,1997-12-31
8022,10,200.57,1998-06-30
8039,1,88.7,1997-01-31
8060,3,45.28,1997-01-31
8076,1,8.97,1997-01-31
8081,2,39.75,1997-02-10
8092,1,15.99,1997-01-31
8092,1,2.99,1997-11-11
8092,1,12.58,1998-06-26
8111,5,76.8,1997-01-31
8135,1,14.97,1997-01-31
8143,2,30.72,1997-01-31
8143,2,27.94,1997-02-26
8157,2,26.73,1997-01-31
8173,1,16.96,1997-01-31
8194,1,11.77,1997-01-31
8208,5,104.29,1997-01-31
8220,1,11.77,1997-01-31
8220,1,15.36,1997-05-23
8220,2,26.48,1997-11-21
8221,1,13.97,1997-01-31
8221,2,24.98,1997-02-02
8222,1,12.49,1997-01-31
8222,1,6.79,1997-02-19
8222,1,22.99,1997-02-25
8222,1,6.79,1997-04-06
8228,3,46.08,1997-01-31
8228,2,28.34,1997-04-02
8235,1,9.98,1997-01-31
8249,1,14.96,1997-01-31
8268,1,11.77,1997-01-31
8290,1,8.97,1997-02-01
8298,1,14.96,1997-03-04
8298,2,27.48,1998-04-04
8307,1,4.79,1997-02-01
8326,3,66.26,1997-02-01
8343,2,31.35,1997-02-01
8364,1,14.37,1997-02-01
8377,2,117.74,1997-02-01
8391,1,12.49,1997-02-01
8391,1,22.49,1998-02-13
8391,1,9.49,1998-05-16
8405,4,55.26,1997-02-01
8405,3,22.47,1998-02-19
8405,4,51.35,1998-04-20
8405,1,6.28,1998-04-24
8408,4,48.67,1997-02-01
8408,4,50.3,1997-02-16
8419,1,9.78,1997-02-01
8419,1,9.98,1997-02-08
8419,1,9.98,1997-03-04
8419,2,23.36,1997-03-21
8419,2,13.58,1997-05-20
8419,1,10.98,1997-06-06
8419,1,12.97,1997-09-05
8429,1,38.99,1997-02-01
8443,3,80.3,1997-02-01
8443,1,32.37,1997-03-14
8444,1,19.77,1997-02-01
8450,8,89.2,1997-02-01
8450,5,65.63,1997-03-15
8450,13,189,1997-03-30
8450,2,24.98,1998-03-15
8463,2,25.74,1997-02-01
8463,2,23.76,1998-05-18
8479,1,11.77,1997-02-01
8481,10,147.07,1997-02-01
8481,4,63.84,1997-03-09
8481,11,157.86,1997-05-09
8481,6,87.22,1997-05-30
8481,7,104.94,1997-07-07
8481,9,160.87,1997-07-18
8481,10,144.69,1997-09-04
8481,1,14.96,1997-09-04
8481,10,137.9,1997-09-25
8481,9,120.41,1997-11-06
8481,15,201.55,1998-03-21
8481,8,107.43,1998-04-07
8481,6,76.8,1998-05-05
8496,2,42.98,1997-02-02
8496,2,40.98,1997-02-05
8496,1,14.99,1997-03-12
8496,2,26.74,1997-04-04
8496,2,28.33,1997-04-10
8496,3,57.34,1997-04-26
8496,2,25.74,1997-05-08
8496,1,11.97,1997-05-09
8496,2,47.7,1997-06-06
8496,2,23.54,1997-06-30
8496,1,14.37,1997-07-10
8496,2,32.01,1997-07-16
8496,2,35.37,1997-07-28
8496,1,12.99,1997-09-27
8496,2,30.48,1997-10-18
8496,2,41.98,1997-11-03
8496,2,25.48,1997-11-11
8496,1,71.49,1997-12-22
8496,2,25.48,1998-01-03
8496,3,53.97,1998-01-07
8496,2,27.48,1998-01-14
8496,3,38.97,1998-02-08
8496,2,24.98,1998-03-09
8496,1,23.99,1998-03-26
8496,2,18.98,1998-03-29
8496,4,49.96,1998-04-02
8496,3,34.97,1998-04-08
8496,1,17.99,1998-04-24
8496,4,57.96,1998-05-01
8496,2,27.98,1998-05-20
8496,3,46.97,1998-06-04
8496,4,52.96,1998-06-12
8496,2,25.48,1998-06-20
8500,2,57.14,1997-02-02
8500,4,52.89,1997-02-08
8500,1,11.77,1997-02-08
8500,1,22.3,1997-02-13
8500,1,11.77,1997-02-13
8500,1,12.97,1997-02-14
8500,1,6.77,1997-02-27
8500,1,12.77,1997-02-27
8500,1,11.77,1997-03-02
8500,1,12.97,1997-03-06
8500,2,23.74,1997-03-13
8500,1,11.77,1997-03-13
8502,1,14.37,1997-02-01
8516,1,16.76,1997-02-01
8527,1,15.96,1997-02-01
8538,2,25.75,1997-02-01
8538,2,24.69,1997-04-24
8538,2,40.14,1997-06-26
8538,1,17.99,1998-01-17
8542,2,23.54,1997-02-01
8560,2,27.85,1997-02-01
8572,13,182.02,1997-02-06
8573,1,32.97,1997-02-01
8592,2,26.67,1997-02-01
8601,5,62.25,1997-02-01
8601,4,49.88,1997-03-13
8601,3,43.7,1997-05-01
8601,4,56.96,1998-01-15
8601,1,11.49,1998-02-12
8601,1,11.88,1998-03-03
8601,2,28.48,1998-03-30
8601,2,28.98,1998-06-08
8601,1,12.99,1998-06-28
8608,3,43.89,1997-03-17
8608,3,43.7,1997-03-28
8608,3,39.71,1997-07-02
8608,1,16.99,1997-09-27
8608,6,40.94,1998-02-24
8613,2,29.67,1997-02-02
8628,1,14.37,1997-02-02
8656,13,261.79,1997-02-03
8666,2,23.74,1997-02-02
8666,3,39.71,1997-02-25
8666,3,38.51,1997-03-19
8666,3,40.97,1997-09-14
8678,4,68.51,1997-02-02
8686,1,15.36,1997-02-02
8686,1,11.77,1997-07-07
8693,1,12.97,1997-02-02
8699,5,52.46,1997-02-02
8699,5,66.63,1997-03-07
8700,1,11.77,1997-02-02
8700,1,14.96,1997-06-20
8718,6,76.6,1997-02-02
8718,3,40.7,1997-02-04
8718,3,43.7,1997-02-08
8720,1,22,1997-02-02
8736,16,218.72,1997-03-03
8736,22,358.56,1997-03-11
8736,9,131.86,1997-07-05
8736,2,25.98,1997-10-03
8736,24,316.76,1997-10-24
8736,7,90.43,1997-11-22
8736,5,55.45,1998-03-25
8736,7,100.04,1998-04-18
8736,3,37.75,1998-05-07
8742,3,45.53,1997-02-02
8757,4,58.53,1997-02-02
8769,1,19.99,1997-02-02
8769,1,13.97,1997-04-01
8776,1,12.49,1997-02-02
8791,4,33.7,1997-02-02
8811,1,10.99,1997-02-02
8811,4,44.28,1997-06-30
8815,1,13.97,1997-02-02
8815,2,21.75,1997-07-19
8816,1,17.96,1997-02-02
8839,2,18.54,1997-02-02
8853,2,20.98,1997-02-02
8853,1,11.49,1998-03-21
8868,7,129.98,1997-02-02
8879,1,15.7,1997-02-02
8879,1,12.25,1997-06-27
8879,1,12.25,1997-09-07
8881,1,12.97,1997-02-02
8881,1,12.97,1997-02-06
8883,5,61.45,1997-02-02
8897,2,27.13,1997-02-02
8897,1,15.49,1997-11-14
8903,1,14.96,1997-02-02
8903,1,15.96,1997-08-08
8903,1,12.99,1997-11-08
8903,2,102.48,1998-03-02
8903,1,32.49,1998-06-07
8903,1,18.49,1998-06-07
8915,1,11.77,1997-02-03
8922,1,11.77,1997-02-03
8922,2,58.14,1997-03-21
8929,8,119.57,1997-02-03
8944,3,43.3,1997-02-03
8957,6,90.37,1997-02-24
8957,2,29.33,1997-03-27
8957,2,26.73,1997-04-21
8957,2,17.73,1997-06-03
8957,2,24.14,1997-07-06
8957,2,26.73,1997-08-31
