"cust","date","first"
60031039,2007-09-06,2006-01-24
60031039,2007-09-28,2006-01-24
60031039,2007-10-11,2006-01-24
60031039,2007-11-16,2006-01-24
60031039,2007-12-13,2006-01-24
60031041,2006-01-24,2006-01-24
60031041,2006-03-02,2006-01-24
60031041,2006-04-30,2006-01-24
60031041,2006-06-26,2006-01-24
60031041,2006-06-28,2006-01-24
60031041,2006-08-05,2006-01-24
60031041,2006-09-26,2006-01-24
60031041,2006-11-21,2006-01-24
60031041,2007-02-09,2006-01-24
60031041,2007-05-13,2006-01-24
60031041,2007-05-16,2006-01-24
60031041,2007-08-17,2006-01-24
60031041,2007-11-23,2006-01-24
60031048,2006-03-04,2006-03-04
60031048,2006-03-24,2006-03-04
60031048,2006-04-05,2006-03-04
60031048,2006-05-03,2006-03-04
60031048,2006-05-06,2006-03-04
60031048,2006-05-16,2006-03-04
60031048,2006-06-02,2006-03-04
60031048,2006-06-22,2006-03-04
60031048,2006-07-25,2006-03-04
60031048,2006-08-23,2006-03-04
60031057,2006-03-29,2006-03-29
60031057,2006-04-13,2006-03-29
60031057,2006-05-23,2006-03-29
60031057,2006-06-16,2006-03-29
60031057,2006-08-31,2006-03-29
60031057,2006-10-07,2006-03-29
60031057,2006-11-08,2006-03-29
60031057,2007-01-24,2006-03-29
60031057,2007-02-23,2006-03-29
60031057,2007-04-19,2006-03-29
60031057,2007-06-08,2006-03-29
60031057,2007-07-11,2006-03-29
60031057,2007-09-06,2006-03-29
60031057,2007-11-13,2006-03-29
60031057,2007-11-15,2006-03-29
60031061,2006-03-21,2006-03-21
60031061,2006-12-19,2006-03-21
60031062,2006-01-24,2006-01-24
60031063,2006-01-24,2006-01-24
60031064,2006-01-24,2006-01-24
60031064,2006-01-26,2006-01-24
60031064,2006-12-31,2006-01-24
60031064,2007-01-16,2006-01-24
60031064,2007-02-06,2006-01-24
60031064,2007-03-05,2006-01-24
60031064,2007-03-12,2006-01-24
60031064,2007-03-20,2006-01-24
60031065,2006-01-24,2006-01-24
60031066,2006-01-24,2006-01-24
60031067,2006-01-24,2006-01-24
60031067,2006-05-18,2006-01-24
60031068,2006-01-24,2006-01-24
60031068,2006-02-01,2006-01-24
60031068,2006-02-10,2006-01-24
60031068,2006-03-05,2006-01-24
60031068,2006-04-27,2006-01-24
60031069,2006-01-24,2006-01-24
60031073,2006-01-24,2006-01-24
60031074,2006-01-24,2006-01-24
60031075,2006-01-25,2006-01-25
60031075,2006-02-01,2006-01-25
60031076,2006-01-24,2006-01-24
60031076,2006-03-22,2006-01-24
60031077,2006-01-24,2006-01-24
60031078,2006-01-24,2006-01-24
60031078,2006-03-18,2006-01-24
60031078,2006-04-14,2006-01-24
60031078,2006-05-12,2006-01-24
60031078,2006-12-24,2006-01-24
60031078,2007-01-09,2006-01-24
60031078,2007-10-30,2006-01-24
60031078,2007-12-04,2006-01-24
60031080,2006-01-25,2006-01-25
60031082,2006-01-25,2006-01-25
60031083,2006-01-25,2006-01-25
60031083,2006-11-21,2006-01-25
60031083,2007-01-06,2006-01-25
60031083,2007-01-31,2006-01-25
60031086,2006-01-25,2006-01-25
60031087,2006-01-26,2006-01-26
60031087,2006-03-17,2006-01-26
60031087,2006-04-15,2006-01-26
60031087,2006-07-04,2006-01-26
60031087,2007-05-19,2006-01-26
60031087,2007-10-27,2006-01-26
60031088,2006-01-25,2006-01-25
60031091,2006-01-25,2006-01-25
60031092,2006-01-28,2006-01-28
60031094,2006-01-25,2006-01-25
60031094,2006-02-25,2006-01-25
60031094,2006-03-23,2006-01-25
60031094,2006-04-27,2006-01-25
60031094,2006-05-18,2006-01-25
60031094,2006-06-16,2006-01-25
60031094,2006-06-29,2006-01-25
60031094,2006-08-10,2006-01-25
60031096,2006-01-28,2006-01-28
60031096,2006-01-31,2006-01-28
60031096,2006-03-03,2006-01-28
60031096,2006-04-09,2006-01-28
60031096,2006-05-25,2006-01-28
60031096,2006-06-24,2006-01-28
60031096,2006-08-05,2006-01-28
60031096,2006-10-11,2006-01-28
60031096,2006-11-21,2006-01-28
60031096,2007-01-09,2006-01-28
60031096,2007-05-23,2006-01-28
60031096,2007-07-05,2006-01-28
60031096,2007-09-13,2006-01-28
60031097,2006-01-29,2006-01-29
60031097,2006-03-05,2006-01-29
60031097,2006-04-15,2006-01-29
60031097,2006-06-11,2006-01-29
60031097,2006-07-20,2006-01-29
60031097,2006-10-29,2006-01-29
60031097,2006-11-18,2006-01-29
60031099,2006-01-25,2006-01-25
60031099,2006-03-25,2006-01-25
60031099,2006-04-04,2006-01-25
60031099,2006-04-25,2006-01-25
60031099,2006-06-22,2006-01-25
60031099,2006-12-14,2006-01-25
60031099,2007-02-10,2006-01-25
60031099,2007-04-06,2006-01-25
60031100,2006-01-25,2006-01-25
60031100,2006-01-27,2006-01-25
60031100,2006-05-11,2006-01-25
60031100,2006-06-12,2006-01-25
60031100,2006-06-28,2006-01-25
60031102,2006-01-25,2006-01-25
60031102,2006-03-19,2006-01-25
60031102,2006-04-11,2006-01-25
60031102,2006-06-13,2006-01-25
60031102,2006-07-25,2006-01-25
60031102,2006-10-07,2006-01-25
60031102,2006-10-27,2006-01-25
60031102,2006-12-12,2006-01-25
60031102,2007-03-13,2006-01-25
60031102,2007-05-25,2006-01-25
60031102,2007-08-14,2006-01-25
60031102,2007-10-16,2006-01-25
60031102,2007-12-23,2006-01-25
60031103,2006-01-25,2006-01-25
60031105,2006-01-25,2006-01-25
60031105,2006-02-09,2006-01-25
60031105,2006-02-25,2006-01-25
60031105,2006-03-06,2006-01-25
60031105,2006-03-20,2006-01-25
60031105,2006-04-02,2006-01-25
60031105,2006-05-02,2006-01-25
60031105,2006-05-19,2006-01-25
60031105,2006-06-26,2006-01-25
60031105,2006-09-05,2006-01-25
60031105,2006-09-20,2006-01-25
60031105,2006-10-11,2006-01-25
60031105,2006-11-19,2006-01-25
60031105,2006-12-10,2006-01-25
60031105,2007-01-07,2006-01-25
60031105,2007-02-09,2006-01-25
60031105,2007-02-28,2006-01-25
60031105,2007-03-20,2006-01-25
60031105,2007-04-20,2006-01-25
60031105,2007-05-07,2006-01-25
60031105,2007-06-04,2006-01-25
60031105,2007-07-08,2006-01-25
60031105,2007-09-03,2006-01-25
60031105,2007-09-16,2006-01-25
60031105,2007-09-30,2006-01-25
60031105,2007-10-22,2006-01-25
60031105,2007-11-21,2006-01-25
60031106,2006-01-25,2006-01-25
60031106,2006-03-30,2006-01-25
60031106,2006-05-05,2006-01-25
60031106,2006-08-24,2006-01-25
60031106,2006-09-16,2006-01-25
60031106,2006-10-11,2006-01-25
60031106,2006-10-15,2006-01-25
60031106,2006-11-24,2006-01-25
60031106,2006-12-19,2006-01-25
60031106,2006-12-20,2006-01-25
60031106,2007-02-02,2006-01-25
60031106,2007-02-03,2006-01-25
60031106,2007-03-09,2006-01-25
60031106,2007-04-05,2006-01-25
60031106,2007-04-13,2006-01-25
60031106,2007-04-26,2006-01-25
60031106,2007-05-30,2006-01-25
60031106,2007-07-04,2006-01-25
60031106,2007-09-25,2006-01-25
60031106,2007-12-05,2006-01-25
60031107,2006-01-25,2006-01-25
60031107,2006-01-28,2006-01-25
60031108,2006-01-26,2006-01-26
60031108,2006-02-25,2006-01-26
60031108,2006-04-11,2006-01-26
60031108,2006-05-31,2006-01-26
60031108,2006-06-28,2006-01-26
60031108,2006-09-09,2006-01-26
60031108,2007-03-25,2006-01-26
60031109,2006-01-26,2006-01-26
60031109,2006-02-28,2006-01-26
60031109,2006-08-04,2006-01-26
60031109,2006-09-10,2006-01-26
60031109,2007-09-22,2006-01-26
60031111,2006-01-26,2006-01-26
60031111,2006-01-28,2006-01-26
60031111,2006-03-23,2006-01-26
60031111,2006-04-13,2006-01-26
60031113,2006-01-26,2006-01-26
60031114,2006-01-26,2006-01-26
60031114,2006-02-07,2006-01-26
60031115,2006-01-26,2006-01-26
60031115,2006-07-04,2006-01-26
60031115,2006-11-16,2006-01-26
60031115,2007-10-11,2006-01-26
60031116,2006-01-26,2006-01-26
60031116,2006-03-24,2006-01-26
60031116,2006-06-14,2006-01-26
60031117,2006-01-26,2006-01-26
60031117,2006-02-16,2006-01-26
60031118,2006-01-26,2006-01-26
60031118,2006-02-05,2006-01-26
60031120,2006-02-15,2006-02-15
60031120,2006-04-26,2006-02-15
60031120,2006-06-27,2006-02-15
60031120,2006-09-07,2006-02-15
60031120,2006-11-08,2006-02-15
60031120,2007-01-10,2006-02-15
60031120,2007-03-27,2006-02-15
60031120,2007-05-22,2006-02-15
60031120,2007-07-04,2006-02-15
60031120,2007-09-02,2006-02-15
60031120,2007-09-19,2006-02-15
60031120,2007-10-12,2006-02-15
60031120,2007-11-13,2006-02-15
60031120,2007-12-27,2006-02-15
60031121,2006-01-26,2006-01-26
60031133,2006-01-26,2006-01-26
60031143,2006-01-26,2006-01-26
60031144,2006-01-26,2006-01-26
60031144,2006-02-02,2006-01-26
60031144,2006-02-13,2006-01-26
60031144,2006-02-23,2006-01-26
60031144,2006-03-14,2006-01-26
60031144,2006-03-21,2006-01-26
60031144,2006-03-28,2006-01-26
60031144,2006-04-07,2006-01-26
60031144,2006-04-28,2006-01-26
60031144,2006-05-28,2006-01-26
60031144,2006-06-09,2006-01-26
60031144,2006-06-15,2006-01-26
60031144,2006-06-22,2006-01-26
60031145,2006-01-26,2006-01-26
60031145,2006-02-02,2006-01-26
60031145,2006-02-16,2006-01-26
60031145,2006-03-02,2006-01-26
60031146,2006-01-26,2006-01-26
60031146,2006-02-02,2006-01-26
60031146,2006-02-07,2006-01-26
60031146,2006-02-14,2006-01-26
60031146,2006-02-18,2006-01-26
60031146,2006-02-23,2006-01-26
60031146,2006-03-01,2006-01-26
60031146,2006-07-01,2006-01-26
60031146,2006-07-04,2006-01-26
60031146,2006-08-02,2006-01-26
60031146,2006-08-08,2006-01-26
60031146,2006-08-09,2006-01-26
60031146,2006-08-10,2006-01-26
60031146,2006-08-12,2006-01-26
60031146,2006-08-16,2006-01-26
60031146,2006-08-18,2006-01-26
60031146,2006-08-22,2006-01-26
60031146,2006-08-23,2006-01-26
60031146,2006-08-24,2006-01-26
60031146,2006-08-25,2006-01-26
60031146,2007-02-15,2006-01-26
60031147,2006-01-26,2006-01-26
60031147,2006-02-21,2006-01-26
60031147,2006-02-28,2006-01-26
60031147,2006-04-28,2006-01-26
60031147,2006-08-30,2006-01-26
60031148,2006-01-26,2006-01-26
60031148,2006-03-09,2006-01-26
60031148,2006-09-23,2006-01-26
60031148,2006-10-10,2006-01-26
60031148,2007-10-02,2006-01-26
60031149,2006-01-27,2006-01-27
60031149,2006-03-10,2006-01-27
60031149,2006-05-19,2006-01-27
60031149,2006-10-18,2006-01-27
60031149,2007-05-27,2006-01-27
60031151,2006-01-27,2006-01-27
60031154,2006-01-27,2006-01-27
60031154,2006-02-09,2006-01-27
60031154,2006-02-22,2006-01-27
60031154,2006-03-07,2006-01-27
60031154,2006-03-17,2006-01-27
60031154,2006-03-28,2006-01-27
60031154,2006-04-05,2006-01-27
60031154,2006-04-12,2006-01-27
60031154,2006-04-21,2006-01-27
60031154,2006-04-28,2006-01-27
60031154,2006-05-05,2006-01-27
60031154,2006-05-12,2006-01-27
60031154,2006-05-20,2006-01-27
60031154,2006-09-19,2006-01-27
60031154,2006-09-21,2006-01-27
60031154,2006-09-27,2006-01-27
60031154,2006-10-04,2006-01-27
60031154,2006-10-10,2006-01-27
60031154,2006-10-18,2006-01-27
60031154,2006-10-24,2006-01-27
60031154,2006-11-01,2006-01-27
60031154,2006-11-08,2006-01-27
60031154,2006-11-15,2006-01-27
60031154,2006-11-22,2006-01-27
60031154,2006-11-30,2006-01-27
60031154,2006-12-05,2006-01-27
60031154,2006-12-13,2006-01-27
60031154,2006-12-20,2006-01-27
60031154,2006-12-28,2006-01-27
60031154,2007-01-03,2006-01-27
60031154,2007-01-09,2006-01-27
60031154,2007-03-14,2006-01-27
60031154,2007-03-22,2006-01-27
60031154,2007-03-29,2006-01-27
60031154,2007-04-04,2006-01-27
60031154,2007-04-11,2006-01-27
60031154,2007-04-18,2006-01-27
60031154,2007-04-25,2006-01-27
60031154,2007-05-01,2006-01-27
60031154,2007-05-09,2006-01-27
60031154,2007-05-16,2006-01-27
60031154,2007-05-23,2006-01-27
60031154,2007-05-30,2006-01-27
60031154,2007-09-04,2006-01-27
60031154,2007-09-08,2006-01-27
60031154,2007-09-15,2006-01-27
60031154,2007-09-22,2006-01-27
60031154,2007-09-29,2006-01-27
60031154,2007-10-06,2006-01-27
60031154,2007-10-13,2006-01-27
60031154,2007-10-19,2006-01-27
60031154,2007-10-27,2006-01-27
60031154,2007-11-03,2006-01-27
60031154,2007-11-13,2006-01-27
60031154,2007-11-20,2006-01-27
60031154,2007-11-27,2006-01-27
60031154,2007-12-01,2006-01-27
60031154,2007-12-12,2006-01-27
60031154,2007-12-19,2006-01-27
60031154,2007-12-27,2006-01-27
60031155,2006-01-27,2006-01-27
60031155,2006-02-14,2006-01-27
60031156,2006-01-27,2006-01-27
60031157,2006-01-27,2006-01-27
60031157,2006-01-28,2006-01-27
60031157,2007-04-28,2006-01-27
60031157,2007-05-16,2006-01-27
60031157,2007-10-10,2006-01-27
60031157,2007-11-05,2006-01-27
60031158,2006-01-27,2006-01-27
60031158,2006-02-15,2006-01-27
60031160,2006-01-27,2006-01-27
60031161,2006-01-27,2006-01-27
60031161,2006-02-03,2006-01-27
60031161,2006-02-16,2006-01-27
60031161,2006-02-24,2006-01-27
60031162,2006-02-14,2006-02-14
60031162,2006-02-19,2006-02-14
60031162,2006-02-26,2006-02-14
60031162,2006-03-09,2006-02-14
60031162,2006-03-16,2006-02-14
60031162,2006-03-23,2006-02-14
60031162,2006-03-30,2006-02-14
60031162,2006-04-07,2006-02-14
60031162,2006-04-14,2006-02-14
60031162,2006-04-21,2006-02-14
60031162,2006-04-27,2006-02-14
60031162,2006-05-06,2006-02-14
60031162,2006-05-13,2006-02-14
60031162,2006-05-21,2006-02-14
60031162,2006-05-31,2006-02-14
60031162,2006-06-10,2006-02-14
60031162,2006-06-15,2006-02-14
60031162,2006-06-23,2006-02-14
60031162,2006-06-28,2006-02-14
60031162,2006-07-04,2006-02-14
60031162,2006-07-12,2006-02-14
60031162,2006-07-18,2006-02-14
60031162,2006-07-25,2006-02-14
60031162,2006-08-02,2006-02-14
60031162,2006-08-09,2006-02-14
60031162,2006-08-15,2006-02-14
60031162,2006-08-22,2006-02-14
60031162,2006-08-30,2006-02-14
60031162,2006-09-06,2006-02-14
60031162,2006-09-12,2006-02-14
60031162,2006-09-20,2006-02-14
60031162,2006-09-29,2006-02-14
60031162,2006-10-06,2006-02-14
60031162,2006-10-13,2006-02-14
60031162,2006-10-20,2006-02-14
60031162,2006-10-29,2006-02-14
60031162,2006-11-04,2006-02-14
60031162,2006-11-14,2006-02-14
60031162,2006-11-22,2006-02-14
60031162,2006-12-14,2006-02-14
60031162,2006-12-21,2006-02-14
60031162,2006-12-28,2006-02-14
60031162,2007-01-05,2006-02-14
60031162,2007-01-13,2006-02-14
60031162,2007-02-08,2006-02-14
60031162,2007-02-15,2006-02-14
60031162,2007-02-23,2006-02-14
60031162,2007-03-03,2006-02-14
60031162,2007-03-10,2006-02-14
60031162,2007-03-17,2006-02-14
60031162,2007-03-25,2006-02-14
60031162,2007-04-03,2006-02-14
60031162,2007-04-04,2006-02-14
60031162,2007-04-08,2006-02-14
60031162,2007-04-18,2006-02-14
60031162,2007-04-24,2006-02-14
60031162,2007-05-16,2006-02-14
60031162,2007-05-31,2006-02-14
60031162,2007-06-08,2006-02-14
60031162,2007-06-16,2006-02-14
60031162,2007-06-26,2006-02-14
60031162,2007-07-04,2006-02-14
60031162,2007-07-12,2006-02-14
60031162,2007-07-20,2006-02-14
60031162,2007-07-27,2006-02-14
60031162,2007-08-07,2006-02-14
60031162,2007-08-14,2006-02-14
60031162,2007-08-19,2006-02-14
60031162,2007-08-30,2006-02-14
60031162,2007-09-09,2006-02-14
60031162,2007-09-21,2006-02-14
60031162,2007-10-06,2006-02-14
60031162,2007-10-27,2006-02-14
60031162,2007-11-07,2006-02-14
60031162,2007-11-17,2006-02-14
60031162,2007-12-14,2006-02-14
60031162,2007-12-20,2006-02-14
60031162,2007-12-29,2006-02-14
60031164,2006-01-27,2006-01-27
60031165,2006-01-27,2006-01-27
60031165,2006-03-24,2006-01-27
60031165,2006-04-19,2006-01-27
60031165,2006-06-20,2006-01-27
60031166,2006-01-29,2006-01-29
60031167,2006-01-27,2006-01-27
60031167,2006-02-16,2006-01-27
60031167,2006-03-11,2006-01-27
60031167,2006-05-11,2006-01-27
60031167,2006-06-17,2006-01-27
60031167,2006-08-29,2006-01-27
60031167,2006-10-19,2006-01-27
60031167,2007-01-16,2006-01-27
60031167,2007-03-15,2006-01-27
60031167,2007-06-19,2006-01-27
60031168,2006-02-16,2006-02-16
60031168,2006-03-17,2006-02-16
60031168,2006-04-20,2006-02-16
60031168,2006-05-23,2006-02-16
60031168,2006-06-29,2006-02-16
60031168,2006-07-27,2006-02-16
60031168,2006-09-15,2006-02-16
60031168,2006-10-20,2006-02-16
60031168,2006-11-25,2006-02-16
60031168,2006-12-29,2006-02-16
60031168,2007-02-03,2006-02-16
60031168,2007-03-07,2006-02-16
60031168,2007-04-17,2006-02-16
60031168,2007-04-20,2006-02-16
60031168,2007-05-25,2006-02-16
60031168,2007-06-23,2006-02-16
60031168,2007-07-28,2006-02-16
60031168,2007-09-18,2006-02-16
60031168,2007-10-26,2006-02-16
60031168,2007-11-22,2006-02-16
60031168,2007-12-28,2006-02-16
60031169,2006-01-27,2006-01-27
60031169,2006-03-04,2006-01-27
60031169,2006-03-16,2006-01-27
60031169,2006-04-12,2006-01-27
60031169,2006-05-23,2006-01-27
60031169,2006-05-30,2006-01-27
60031169,2006-06-13,2006-01-27
60031169,2006-07-26,2006-01-27
60031169,2006-09-13,2006-01-27
60031169,2007-01-18,2006-01-27
60031171,2006-01-27,2006-01-27
60031172,2006-01-27,2006-01-27
60031173,2006-01-27,2006-01-27
60031174,2006-01-27,2006-01-27
60031175,2006-01-28,2006-01-28
60031178,2006-02-04,2006-02-04
60031178,2006-02-11,2006-02-04
60031179,2006-01-28,2006-01-28
60031180,2006-01-28,2006-01-28
60031180,2006-11-25,2006-01-28
60031180,2007-10-19,2006-01-28
60031181,2006-01-28,2006-01-28
60031181,2007-01-02,2006-01-28
60031182,2006-01-28,2006-01-28
60031182,2006-04-29,2006-01-28
60031182,2006-06-30,2006-01-28
60031182,2007-03-31,2006-01-28
60031183,2006-01-28,2006-01-28
60031183,2006-02-17,2006-01-28
60031183,2006-03-15,2006-01-28
60031183,2007-04-07,2006-01-28
60031183,2007-09-28,2006-01-28
60031184,2006-01-28,2006-01-28
60031184,2006-02-04,2006-01-28
60031184,2006-02-16,2006-01-28
60031184,2006-02-23,2006-01-28
60031184,2006-03-02,2006-01-28
60031184,2006-03-23,2006-01-28
60031184,2006-04-07,2006-01-28
60031184,2006-04-13,2006-01-28
60031184,2006-04-28,2006-01-28
60031184,2006-05-05,2006-01-28
60031184,2006-05-12,2006-01-28
60031184,2006-05-19,2006-01-28
60031185,2006-01-28,2006-01-28
60031186,2006-01-28,2006-01-28
60031186,2006-02-11,2006-01-28
60031186,2006-03-01,2006-01-28
60031186,2006-03-25,2006-01-28
60031186,2007-05-22,2006-01-28
60031186,2007-07-11,2006-01-28
60031186,2007-09-18,2006-01-28
60031186,2007-11-21,2006-01-28
60031186,2007-12-20,2006-01-28
60031187,2006-01-28,2006-01-28
60031188,2006-01-28,2006-01-28
60031188,2006-03-04,2006-01-28
60031188,2006-03-23,2006-01-28
60031188,2006-10-20,2006-01-28
60031188,2006-11-29,2006-01-28
60031188,2006-12-14,2006-01-28
60031190,2006-01-28,2006-01-28
60031191,2006-01-28,2006-01-28
60031191,2006-02-09,2006-01-28
60031191,2006-02-16,2006-01-28
60031191,2006-10-04,2006-01-28
60031191,2006-10-11,2006-01-28
60031192,2006-01-28,2006-01-28
60031192,2006-02-05,2006-01-28
60031192,2007-03-06,2006-01-28
60031192,2007-04-28,2006-01-28
60031193,2006-01-28,2006-01-28
60031193,2006-02-22,2006-01-28
60031193,2006-05-03,2006-01-28
60031193,2006-05-17,2006-01-28
60031194,2006-02-22,2006-02-22
60031195,2006-01-28,2006-01-28
60031195,2006-03-20,2006-01-28
60031195,2006-05-08,2006-01-28
60031195,2006-07-01,2006-01-28
60031195,2006-08-16,2006-01-28
60031195,2007-03-29,2006-01-28
60031196,2006-01-28,2006-01-28
60031196,2007-01-18,2006-01-28
60031197,2006-01-28,2006-01-28
60031199,2006-01-28,2006-01-28
60031200,2006-01-28,2006-01-28
60031200,2006-03-30,2006-01-28
60031200,2006-05-28,2006-01-28
60031200,2006-07-25,2006-01-28
60031200,2006-09-24,2006-01-28
60031200,2006-12-04,2006-01-28
60031200,2007-01-22,2006-01-28
60031200,2007-04-13,2006-01-28
60031200,2007-10-29,2006-01-28
60031201,2006-01-28,2006-01-28
60031201,2006-03-04,2006-01-28
60031201,2006-03-25,2006-01-28
60031201,2006-04-14,2006-01-28
60031201,2006-05-07,2006-01-28
60031201,2006-05-26,2006-01-28
60031201,2006-06-05,2006-01-28
60031201,2006-06-17,2006-01-28
60031202,2006-01-29,2006-01-29
60031204,2006-01-29,2006-01-29
60031204,2006-02-21,2006-01-29
60031204,2006-04-05,2006-01-29
60031204,2006-05-19,2006-01-29
60031204,2006-06-27,2006-01-29
60031204,2006-12-06,2006-01-29
60031204,2007-02-16,2006-01-29
60031204,2007-04-27,2006-01-29
60031205,2006-01-29,2006-01-29
60031205,2006-06-27,2006-01-29
60031205,2006-11-29,2006-01-29
60031205,2007-02-09,2006-01-29
60031205,2007-03-25,2006-01-29
60031205,2007-06-08,2006-01-29
60031206,2006-01-29,2006-01-29
60031206,2006-07-11,2006-01-29
60031207,2006-01-29,2006-01-29
60031207,2006-04-15,2006-01-29
60031208,2006-01-30,2006-01-30
60031208,2006-04-21,2006-01-30
60031208,2006-09-05,2006-01-30
60031208,2006-12-22,2006-01-30
60031208,2007-07-16,2006-01-30
60031209,2006-01-30,2006-01-30
60031210,2006-01-30,2006-01-30
60031211,2006-01-30,2006-01-30
60031214,2006-01-30,2006-01-30
60031215,2006-01-30,2006-01-30
60031215,2006-02-08,2006-01-30
60031215,2006-02-09,2006-01-30
60031215,2006-02-20,2006-01-30
60031215,2006-02-27,2006-01-30
60031215,2006-03-10,2006-01-30
60031215,2006-03-16,2006-01-30
60031216,2006-01-30,2006-01-30
60031217,2006-01-30,2006-01-30
60031217,2006-03-27,2006-01-30
60031217,2006-05-11,2006-01-30
60031217,2006-06-12,2006-01-30
60031217,2006-07-04,2006-01-30
60031217,2006-07-28,2006-01-30
60031217,2006-09-06,2006-01-30
60031217,2006-10-16,2006-01-30
60031217,2006-11-15,2006-01-30
60031217,2006-12-14,2006-01-30
60031217,2007-01-23,2006-01-30
60031217,2007-02-19,2006-01-30
60031217,2007-03-15,2006-01-30
60031217,2007-04-10,2006-01-30
60031217,2007-05-14,2006-01-30
60031217,2007-06-14,2006-01-30
60031217,2007-07-12,2006-01-30
60031217,2007-08-17,2006-01-30
60031217,2007-09-17,2006-01-30
60031217,2007-10-18,2006-01-30
60031217,2007-11-20,2006-01-30
60031217,2007-12-19,2006-01-30
60031218,2006-01-31,2006-01-31
60031218,2006-03-29,2006-01-31
60031218,2006-05-04,2006-01-31
60031218,2006-06-28,2006-01-31
60031218,2006-10-25,2006-01-31
60031218,2007-02-02,2006-01-31
60031218,2007-02-14,2006-01-31
60031218,2007-02-22,2006-01-31
60031218,2007-07-03,2006-01-31
60031224,2006-01-31,2006-01-31
60031224,2006-03-23,2006-01-31
60031224,2006-09-07,2006-01-31
60031224,2006-10-20,2006-01-31
60031229,2006-01-31,2006-01-31
60031234,2006-01-31,2006-01-31
60031234,2006-05-15,2006-01-31
60031234,2006-06-07,2006-01-31
60031234,2006-10-15,2006-01-31
60031234,2006-11-21,2006-01-31
60031234,2007-03-19,2006-01-31
60031234,2007-06-08,2006-01-31
60031234,2007-07-29,2006-01-31
60031234,2007-09-26,2006-01-31
60031234,2007-12-14,2006-01-31
60031239,2006-02-21,2006-02-21
60031240,2006-01-31,2006-01-31
60031241,2006-01-31,2006-01-31
60031242,2006-01-31,2006-01-31
60031242,2006-03-01,2006-01-31
60031242,2006-03-03,2006-01-31
60031243,2006-01-31,2006-01-31
60031244,2006-01-31,2006-01-31
60031244,2006-04-25,2006-01-31
60031245,2006-01-31,2006-01-31
60031245,2006-02-14,2006-01-31
60031245,2006-06-20,2006-01-31
60031247,2006-01-31,2006-01-31
60031247,2006-06-14,2006-01-31
60031247,2006-06-17,2006-01-31
60031247,2006-10-05,2006-01-31
60031247,2006-11-03,2006-01-31
60031247,2006-12-20,2006-01-31
60031248,2006-01-31,2006-01-31
60031248,2006-03-03,2006-01-31
60031248,2006-04-05,2006-01-31
60031248,2006-05-04,2006-01-31
60031248,2006-06-08,2006-01-31
60031248,2006-07-06,2006-01-31
60031248,2006-08-08,2006-01-31
60031248,2006-09-16,2006-01-31
60031248,2006-10-28,2006-01-31
60031248,2007-01-25,2006-01-31
60031248,2007-03-10,2006-01-31
60031248,2007-05-03,2006-01-31
60031248,2007-06-12,2006-01-31
60031248,2007-09-22,2006-01-31
60031248,2007-12-15,2006-01-31
60031251,2006-01-31,2006-01-31
60031251,2006-03-03,2006-01-31
60031251,2006-06-17,2006-01-31
60031251,2006-08-26,2006-01-31
60031251,2006-09-07,2006-01-31
60031251,2006-11-22,2006-01-31
60031251,2007-04-17,2006-01-31
60031251,2007-07-11,2006-01-31
60031251,2007-10-16,2006-01-31
60031254,2006-01-31,2006-01-31
60031254,2006-02-09,2006-01-31
60031254,2006-02-17,2006-01-31
60031254,2006-03-02,2006-01-31
60031254,2006-04-05,2006-01-31
60031254,2006-05-04,2006-01-31
60031254,2006-05-18,2006-01-31
60031254,2006-06-16,2006-01-31
60031254,2006-10-08,2006-01-31
60031255,2006-03-25,2006-03-25
60031255,2006-03-31,2006-03-25
60031256,2006-01-31,2006-01-31
60031256,2006-02-28,2006-01-31
60031259,2006-02-01,2006-02-01
60031262,2006-02-01,2006-02-01
60031262,2006-02-10,2006-02-01
60031262,2006-02-14,2006-02-01
60031262,2006-03-03,2006-02-01
60031265,2006-02-01,2006-02-01
60031265,2006-02-12,2006-02-01
60031265,2006-03-31,2006-02-01
60031265,2006-05-31,2006-02-01
60031265,2006-08-31,2006-02-01
60031265,2006-09-30,2006-02-01
60031265,2006-10-21,2006-02-01
60031265,2006-11-09,2006-02-01
60031265,2006-12-20,2006-02-01
60031265,2007-02-01,2006-02-01
60031265,2007-04-04,2006-02-01
60031265,2007-05-03,2006-02-01
60031265,2007-12-06,2006-02-01
60031267,2006-02-01,2006-02-01
60031267,2006-04-05,2006-02-01
60031267,2006-06-07,2006-02-01
60031267,2006-09-26,2006-02-01
60031267,2007-01-20,2006-02-01
60031267,2007-05-09,2006-02-01
60031268,2006-02-01,2006-02-01
60031268,2006-02-17,2006-02-01
60031268,2006-02-25,2006-02-01
60031268,2006-03-10,2006-02-01
60031268,2006-03-18,2006-02-01
60031268,2006-03-25,2006-02-01
60031268,2006-04-04,2006-02-01
60031268,2006-04-15,2006-02-01
60031268,2006-05-05,2006-02-01
60031268,2006-05-17,2006-02-01
60031268,2006-05-27,2006-02-01
60031268,2006-06-04,2006-02-01
60031268,2006-06-15,2006-02-01
60031268,2006-06-27,2006-02-01
60031268,2006-07-05,2006-02-01
60031268,2006-07-14,2006-02-01
60031268,2006-07-25,2006-02-01
60031268,2006-08-01,2006-02-01
60031268,2006-08-15,2006-02-01
60031268,2006-08-22,2006-02-01
60031268,2006-09-05,2006-02-01
